Date,Hour,Ontario Demand
1-May-02,1,14137
1-May-02,2,13872
1-May-02,3,13820
1-May-02,4,13744
1-May-02,5,14224
1-May-02,6,15404
1-May-02,7,17066
1-May-02,8,17640
1-May-02,9,17719
1-May-02,10,17770
1-May-02,11,17725
1-May-02,12,17611
1-May-02,13,17526
1-May-02,14,17468
1-May-02,15,17478
1-May-02,16,17588
1-May-02,17,17646
1-May-02,18,17288
1-May-02,19,17227
1-May-02,20,17899
1-May-02,21,17902
1-May-02,22,16610
1-May-02,23,15360
1-May-02,24,14451
2-May-02,1,13941
2-May-02,2,13651
2-May-02,3,13569
2-May-02,4,13610
2-May-02,5,14204
2-May-02,6,15601
2-May-02,7,17556
2-May-02,8,18420
2-May-02,9,18699
2-May-02,10,18844
2-May-02,11,18887
2-May-02,12,18768
2-May-02,13,18612
2-May-02,14,18410
2-May-02,15,18392
2-May-02,16,18596
2-May-02,17,18652
2-May-02,18,18364
2-May-02,19,18264
2-May-02,20,18405
2-May-02,21,18209
2-May-02,22,16945
2-May-02,23,15749
2-May-02,24,14793
3-May-02,1,14235
3-May-02,2,14092
3-May-02,3,13972
3-May-02,4,13980
3-May-02,5,14277
3-May-02,6,15611
3-May-02,7,17565
3-May-02,8,18262
3-May-02,9,18352
3-May-02,10,18500
3-May-02,11,18482
3-May-02,12,18252
3-May-02,13,18031
3-May-02,14,17576
3-May-02,15,17419
3-May-02,16,17357
3-May-02,17,17100
3-May-02,18,16712
3-May-02,19,16480
3-May-02,20,16897
3-May-02,21,17250
3-May-02,22,16397
3-May-02,23,15217
3-May-02,24,14243
4-May-02,1,13611
4-May-02,2,13361
4-May-02,3,13206
4-May-02,4,13205
4-May-02,5,13398
4-May-02,6,13604
4-May-02,7,14531
4-May-02,8,15471
4-May-02,9,16074
4-May-02,10,16237
4-May-02,11,16166
4-May-02,12,16011
4-May-02,13,15721
4-May-02,14,15388
4-May-02,15,15094
4-May-02,16,15189
4-May-02,17,15261
4-May-02,18,14950
4-May-02,19,14799
4-May-02,20,15074
4-May-02,21,15533
4-May-02,22,15000
4-May-02,23,14166
4-May-02,24,13369
5-May-02,1,12768
5-May-02,2,12444
5-May-02,3,12351
5-May-02,4,12271
5-May-02,5,12325
5-May-02,6,12491
5-May-02,7,12942
5-May-02,8,13980
5-May-02,9,14594
5-May-02,10,14877
5-May-02,11,15111
5-May-02,12,15120
5-May-02,13,14912
5-May-02,14,14797
5-May-02,15,14717
5-May-02,16,14872
5-May-02,17,15060
5-May-02,18,14908
5-May-02,19,14890
5-May-02,20,15389
5-May-02,21,15869
5-May-02,22,15059
5-May-02,23,14035
5-May-02,24,13211
6-May-02,1,12964
6-May-02,2,12699
6-May-02,3,12593
6-May-02,4,12743
6-May-02,5,13178
6-May-02,6,14460
6-May-02,7,16443
6-May-02,8,17334
6-May-02,9,17784
6-May-02,10,18112
6-May-02,11,18216
6-May-02,12,18136
6-May-02,13,18212
6-May-02,14,18089
6-May-02,15,17931
6-May-02,16,18150
6-May-02,17,18243
6-May-02,18,17984
6-May-02,19,17720
6-May-02,20,17871
6-May-02,21,17642
6-May-02,22,16343
6-May-02,23,14963
6-May-02,24,13977
7-May-02,1,13619
7-May-02,2,13184
7-May-02,3,13086
7-May-02,4,13092
7-May-02,5,13484
7-May-02,6,14703
7-May-02,7,16522
7-May-02,8,17426
7-May-02,9,17810
7-May-02,10,18062
7-May-02,11,18259
7-May-02,12,18201
7-May-02,13,18131
7-May-02,14,17913
7-May-02,15,17762
7-May-02,16,17935
7-May-02,17,17819
7-May-02,18,17295
7-May-02,19,16980
7-May-02,20,17257
7-May-02,21,17584
7-May-02,22,16299
7-May-02,23,14981
7-May-02,24,13950
8-May-02,1,13434
8-May-02,2,13127
8-May-02,3,12968
8-May-02,4,13112
8-May-02,5,13646
8-May-02,6,14789
8-May-02,7,16589
8-May-02,8,17469
8-May-02,9,17584
8-May-02,10,17712
8-May-02,11,17827
8-May-02,12,17612
8-May-02,13,17577
8-May-02,14,17470
8-May-02,15,17585
8-May-02,16,17950
8-May-02,17,17961
8-May-02,18,17698
8-May-02,19,17707
8-May-02,20,18092
8-May-02,21,17984
8-May-02,22,16696
8-May-02,23,15353
8-May-02,24,14329
9-May-02,1,13839
9-May-02,2,13605
9-May-02,3,13426
9-May-02,4,13355
9-May-02,5,13719
9-May-02,6,15188
9-May-02,7,17007
9-May-02,8,18100
9-May-02,9,18345
9-May-02,10,18468
9-May-02,11,18580
9-May-02,12,18392
9-May-02,13,18431
9-May-02,14,18195
9-May-02,15,18053
9-May-02,16,18248
9-May-02,17,18158
9-May-02,18,17743
9-May-02,19,17452
9-May-02,20,17454
9-May-02,21,17595
9-May-02,22,16490
9-May-02,23,15122
9-May-02,24,14178
10-May-02,1,13803
10-May-02,2,13544
10-May-02,3,13345
10-May-02,4,13360
10-May-02,5,13808
10-May-02,6,14843
10-May-02,7,16762
10-May-02,8,17615
10-May-02,9,17836
10-May-02,10,17994
10-May-02,11,18043
10-May-02,12,17922
10-May-02,13,17749
10-May-02,14,17628
10-May-02,15,17382
10-May-02,16,17344
10-May-02,17,17081
10-May-02,18,16754
10-May-02,19,16554
10-May-02,20,16781
10-May-02,21,16972
10-May-02,22,16292
10-May-02,23,15077
10-May-02,24,14041
11-May-02,1,13412
11-May-02,2,13139
11-May-02,3,13026
11-May-02,4,13050
11-May-02,5,13148
11-May-02,6,13483
11-May-02,7,14360
11-May-02,8,15342
11-May-02,9,15885
11-May-02,10,16132
11-May-02,11,16143
11-May-02,12,15929
11-May-02,13,15580
11-May-02,14,15272
11-May-02,15,14994
11-May-02,16,15137
11-May-02,17,15382
11-May-02,18,15370
11-May-02,19,15418
11-May-02,20,15694
11-May-02,21,15680
11-May-02,22,15046
11-May-02,23,13999
11-May-02,24,13208
12-May-02,1,12599
12-May-02,2,12302
12-May-02,3,12250
12-May-02,4,12230
12-May-02,5,12290
12-May-02,6,12409
12-May-02,7,13254
12-May-02,8,14386
12-May-02,9,15240
12-May-02,10,15900
12-May-02,11,16067
12-May-02,12,16123
12-May-02,13,16000
12-May-02,14,15754
12-May-02,15,15718
12-May-02,16,15931
12-May-02,17,16058
12-May-02,18,16026
12-May-02,19,16077
12-May-02,20,16284
12-May-02,21,16361
12-May-02,22,15534
12-May-02,23,14383
12-May-02,24,13680
13-May-02,1,13445
13-May-02,2,13190
13-May-02,3,13122
13-May-02,4,13136
13-May-02,5,13633
13-May-02,6,14949
13-May-02,7,16944
13-May-02,8,17917
13-May-02,9,18151
13-May-02,10,18598
13-May-02,11,18762
13-May-02,12,18642
13-May-02,13,18540
13-May-02,14,18422
13-May-02,15,18322
13-May-02,16,18740
13-May-02,17,18905
13-May-02,18,18655
13-May-02,19,18555
13-May-02,20,18576
13-May-02,21,18275
13-May-02,22,16946
13-May-02,23,15530
13-May-02,24,14663
14-May-02,1,14171
14-May-02,2,13908
14-May-02,3,13728
14-May-02,4,13830
14-May-02,5,14366
14-May-02,6,15681
14-May-02,7,17509
14-May-02,8,18302
14-May-02,9,18559
14-May-02,10,18671
14-May-02,11,18696
14-May-02,12,18419
14-May-02,13,18291
14-May-02,14,18139
14-May-02,15,18048
14-May-02,16,18343
14-May-02,17,18312
14-May-02,18,17839
14-May-02,19,17534
14-May-02,20,17758
14-May-02,21,17901
14-May-02,22,16847
14-May-02,23,15605
14-May-02,24,14601
15-May-02,1,14041
15-May-02,2,13886
15-May-02,3,13844
15-May-02,4,13889
15-May-02,5,14268
15-May-02,6,15297
15-May-02,7,17079
15-May-02,8,17665
15-May-02,9,17873
15-May-02,10,17973
15-May-02,11,17887
15-May-02,12,17788
15-May-02,13,17619
15-May-02,14,17482
15-May-02,15,17411
15-May-02,16,17555
15-May-02,17,17551
15-May-02,18,17088
15-May-02,19,16904
15-May-02,20,17167
15-May-02,21,17497
15-May-02,22,16469
15-May-02,23,14549
15-May-02,24,13996
16-May-02,1,13495
16-May-02,2,13347
16-May-02,3,13210
16-May-02,4,13207
16-May-02,5,13606
16-May-02,6,14734
16-May-02,7,16838
16-May-02,8,17752
16-May-02,9,17975
16-May-02,10,18205
16-May-02,11,18219
16-May-02,12,18075
16-May-02,13,17939
16-May-02,14,17870
16-May-02,15,17879
16-May-02,16,18108
16-May-02,17,18218
16-May-02,18,18261
16-May-02,19,18152
16-May-02,20,18237
16-May-02,21,17893
16-May-02,22,16625
16-May-02,23,15240
16-May-02,24,14198
17-May-02,1,13473
17-May-02,2,13135
17-May-02,3,12873
17-May-02,4,12975
17-May-02,5,13489
17-May-02,6,14533
17-May-02,7,16604
17-May-02,8,17439
17-May-02,9,17601
17-May-02,10,17742
17-May-02,11,17758
17-May-02,12,17637
17-May-02,13,17537
17-May-02,14,17305
17-May-02,15,16979
17-May-02,16,16975
17-May-02,17,16897
17-May-02,18,16558
17-May-02,19,16394
17-May-02,20,16714
17-May-02,21,17000
17-May-02,22,16180
17-May-02,23,14942
17-May-02,24,13939
18-May-02,1,13382
18-May-02,2,12988
18-May-02,3,12795
18-May-02,4,12740
18-May-02,5,12902
18-May-02,6,13211
18-May-02,7,14082
18-May-02,8,15080
18-May-02,9,15717
18-May-02,10,15818
18-May-02,11,15933
18-May-02,12,15852
18-May-02,13,15606
18-May-02,14,15430
18-May-02,15,15285
18-May-02,16,15400
18-May-02,17,15503
18-May-02,18,15391
18-May-02,19,15341
18-May-02,20,15463
18-May-02,21,15735
18-May-02,22,15176
18-May-02,23,14350
18-May-02,24,13621
19-May-02,1,13300
19-May-02,2,13111
19-May-02,3,12919
19-May-02,4,12874
19-May-02,5,12891
19-May-02,6,12914
19-May-02,7,13468
19-May-02,8,14226
19-May-02,9,14870
19-May-02,10,15296
19-May-02,11,15535
19-May-02,12,15532
19-May-02,13,15301
19-May-02,14,15080
19-May-02,15,14906
19-May-02,16,15055
19-May-02,17,15186
19-May-02,18,14944
19-May-02,19,14727
19-May-02,20,14863
19-May-02,21,15148
19-May-02,22,14791
19-May-02,23,14110
19-May-02,24,13330
20-May-02,1,12865
20-May-02,2,12589
20-May-02,3,12465
20-May-02,4,12432
20-May-02,5,12581
20-May-02,6,12765
20-May-02,7,13306
20-May-02,8,14049
20-May-02,9,14673
20-May-02,10,15257
20-May-02,11,15563
20-May-02,12,15634
20-May-02,13,15405
20-May-02,14,15127
20-May-02,15,15086
20-May-02,16,15359
20-May-02,17,15519
20-May-02,18,15425
20-May-02,19,15362
20-May-02,20,15549
20-May-02,21,16009
20-May-02,22,15374
20-May-02,23,14375
20-May-02,24,13621
21-May-02,1,13377
21-May-02,2,13183
21-May-02,3,13141
21-May-02,4,13294
21-May-02,5,13778
21-May-02,6,15090
21-May-02,7,16971
21-May-02,8,17679
21-May-02,9,18065
21-May-02,10,18077
21-May-02,11,18071
21-May-02,12,17948
21-May-02,13,17723
21-May-02,14,17666
21-May-02,15,17620
21-May-02,16,17803
21-May-02,17,17717
21-May-02,18,17363
21-May-02,19,17100
21-May-02,20,17125
21-May-02,21,17623
21-May-02,22,16686
21-May-02,23,15356
21-May-02,24,14281
22-May-02,1,13710
22-May-02,2,13484
22-May-02,3,13341
22-May-02,4,13447
22-May-02,5,13836
22-May-02,6,15083
22-May-02,7,16669
22-May-02,8,17381
22-May-02,9,17573
22-May-02,10,17613
22-May-02,11,17753
22-May-02,12,17680
22-May-02,13,17736
22-May-02,14,17602
22-May-02,15,17567
22-May-02,16,17739
22-May-02,17,17708
22-May-02,18,17284
22-May-02,19,16925
22-May-02,20,16978
22-May-02,21,17394
22-May-02,22,16646
22-May-02,23,15188
22-May-02,24,14164
23-May-02,1,13564
23-May-02,2,13257
23-May-02,3,12999
23-May-02,4,13139
23-May-02,5,13538
23-May-02,6,14737
23-May-02,7,16540
23-May-02,8,17316
23-May-02,9,17542
23-May-02,10,17693
23-May-02,11,17909
23-May-02,12,17845
23-May-02,13,17828
23-May-02,14,17719
23-May-02,15,17740
23-May-02,16,17893
23-May-02,17,17803
23-May-02,18,17431
23-May-02,19,17190
23-May-02,20,17278
23-May-02,21,17643
23-May-02,22,16656
23-May-02,23,15232
23-May-02,24,14089
24-May-02,1,13573
24-May-02,2,13169
24-May-02,3,12999
24-May-02,4,13021
24-May-02,5,13436
24-May-02,6,14679
24-May-02,7,16548
24-May-02,8,17585
24-May-02,9,17885
24-May-02,10,18111
24-May-02,11,18290
24-May-02,12,18024
24-May-02,13,17887
24-May-02,14,17698
24-May-02,15,17447
24-May-02,16,17365
24-May-02,17,17082
24-May-02,18,16684
24-May-02,19,16349
24-May-02,20,16424
24-May-02,21,16711
24-May-02,22,16018
24-May-02,23,14860
24-May-02,24,13855
25-May-02,1,13164
25-May-02,2,12894
25-May-02,3,12709
25-May-02,4,12740
25-May-02,5,12844
25-May-02,6,13034
25-May-02,7,14034
25-May-02,8,14959
25-May-02,9,15620
25-May-02,10,15937
25-May-02,11,16102
25-May-02,12,15956
25-May-02,13,15737
25-May-02,14,15481
25-May-02,15,15367
25-May-02,16,15552
25-May-02,17,15779
25-May-02,18,15682
25-May-02,19,15558
25-May-02,20,15718
25-May-02,21,15936
25-May-02,22,15123
25-May-02,23,14140
25-May-02,24,13266
26-May-02,1,12728
26-May-02,2,12543
26-May-02,3,12169
26-May-02,4,12092
26-May-02,5,12125
26-May-02,6,12146
26-May-02,7,12751
26-May-02,8,13763
26-May-02,9,14632
26-May-02,10,15078
26-May-02,11,15161
26-May-02,12,15322
26-May-02,13,15098
26-May-02,14,14874
26-May-02,15,14824
26-May-02,16,14934
26-May-02,17,15050
26-May-02,18,15027
26-May-02,19,14876
26-May-02,20,15162
26-May-02,21,15851
26-May-02,22,15337
26-May-02,23,14159
26-May-02,24,13239
27-May-02,1,12878
27-May-02,2,12681
27-May-02,3,12623
27-May-02,4,12654
27-May-02,5,13110
27-May-02,6,14288
27-May-02,7,16220
27-May-02,8,17279
27-May-02,9,17739
27-May-02,10,18064
27-May-02,11,18332
27-May-02,12,18227
27-May-02,13,18200
27-May-02,14,18105
27-May-02,15,18063
27-May-02,16,18260
27-May-02,17,18200
27-May-02,18,17735
27-May-02,19,17312
27-May-02,20,17323
27-May-02,21,17654
27-May-02,22,16602
27-May-02,23,15166
27-May-02,24,14116
28-May-02,1,13536
28-May-02,2,13144
28-May-02,3,13004
28-May-02,4,12992
28-May-02,5,13407
28-May-02,6,14519
28-May-02,7,16475
28-May-02,8,17441
28-May-02,9,17929
28-May-02,10,18213
28-May-02,11,18373
28-May-02,12,18346
28-May-02,13,18403
28-May-02,14,18355
28-May-02,15,18470
28-May-02,16,18683
28-May-02,17,18613
28-May-02,18,18258
28-May-02,19,17902
28-May-02,20,17899
28-May-02,21,18160
28-May-02,22,17268
28-May-02,23,15735
28-May-02,24,14536
29-May-02,1,13812
29-May-02,2,13408
29-May-02,3,13213
29-May-02,4,13194
29-May-02,5,13468
29-May-02,6,14510
29-May-02,7,16372
29-May-02,8,17475
29-May-02,9,17918
29-May-02,10,18321
29-May-02,11,18664
29-May-02,12,18748
29-May-02,13,18984
29-May-02,14,19018
29-May-02,15,19041
29-May-02,16,19248
29-May-02,17,19028
29-May-02,18,18651
29-May-02,19,18446
29-May-02,20,18648
29-May-02,21,18688
29-May-02,22,17504
29-May-02,23,16054
29-May-02,24,14862
30-May-02,1,14131
30-May-02,2,13820
30-May-02,3,13548
30-May-02,4,13449
30-May-02,5,13740
30-May-02,6,14995
30-May-02,7,16878
30-May-02,8,18072
30-May-02,9,18572
30-May-02,10,19126
30-May-02,11,19467
30-May-02,12,19601
30-May-02,13,19827
30-May-02,14,19738
30-May-02,15,19811
30-May-02,16,20068
30-May-02,17,19907
30-May-02,18,19417
30-May-02,19,19135
30-May-02,20,19292
30-May-02,21,19300
30-May-02,22,18125
30-May-02,23,16577
30-May-02,24,15210
31-May-02,1,14470
31-May-02,2,14071
31-May-02,3,13867
31-May-02,4,13782
31-May-02,5,14230
31-May-02,6,15574
31-May-02,7,17372
31-May-02,8,18280
31-May-02,9,18695
31-May-02,10,19312
31-May-02,11,19465
31-May-02,12,19524
31-May-02,13,19484
31-May-02,14,19304
31-May-02,15,19329
31-May-02,16,19225
31-May-02,17,18973
31-May-02,18,18577
31-May-02,19,18109
31-May-02,20,17851
31-May-02,21,17865
31-May-02,22,16827
31-May-02,23,15333
31-May-02,24,14276
1-Jun-02,1,13577
1-Jun-02,2,13049
1-Jun-02,3,12886
1-Jun-02,4,12654
1-Jun-02,5,12601
1-Jun-02,6,12967
1-Jun-02,7,14178
1-Jun-02,8,15261
1-Jun-02,9,16279
1-Jun-02,10,16853
1-Jun-02,11,17241
1-Jun-02,12,17115
1-Jun-02,13,16768
1-Jun-02,14,16894
1-Jun-02,15,16912
1-Jun-02,16,17006
1-Jun-02,17,17041
1-Jun-02,18,16849
1-Jun-02,19,16580
1-Jun-02,20,16426
1-Jun-02,21,16659
1-Jun-02,22,16006
1-Jun-02,23,14825
1-Jun-02,24,13813
2-Jun-02,1,12928
2-Jun-02,2,12444
2-Jun-02,3,12108
2-Jun-02,4,12237
2-Jun-02,5,12067
2-Jun-02,6,12084
2-Jun-02,7,12723
2-Jun-02,8,13859
2-Jun-02,9,14577
2-Jun-02,10,15054
2-Jun-02,11,15374
2-Jun-02,12,15435
2-Jun-02,13,15417
2-Jun-02,14,15193
2-Jun-02,15,15098
2-Jun-02,16,15360
2-Jun-02,17,15622
2-Jun-02,18,15457
2-Jun-02,19,15219
2-Jun-02,20,15343
2-Jun-02,21,15883
2-Jun-02,22,15254
2-Jun-02,23,14236
2-Jun-02,24,13411
3-Jun-02,1,13012
3-Jun-02,2,12751
3-Jun-02,3,12656
3-Jun-02,4,12788
3-Jun-02,5,13139
3-Jun-02,6,14211
3-Jun-02,7,16161
3-Jun-02,8,17263
3-Jun-02,9,17511
3-Jun-02,10,17716
3-Jun-02,11,17844
3-Jun-02,12,17746
3-Jun-02,13,17692
3-Jun-02,14,17483
3-Jun-02,15,17412
3-Jun-02,16,17550
3-Jun-02,17,17577
3-Jun-02,18,17095
3-Jun-02,19,16915
3-Jun-02,20,16987
3-Jun-02,21,17162
3-Jun-02,22,16170
3-Jun-02,23,14701
3-Jun-02,24,13741
4-Jun-02,1,13332
4-Jun-02,2,13003
4-Jun-02,3,12881
4-Jun-02,4,12940
4-Jun-02,5,13248
4-Jun-02,6,14306
4-Jun-02,7,16083
4-Jun-02,8,17048
4-Jun-02,9,17381
4-Jun-02,10,17720
4-Jun-02,11,17804
4-Jun-02,12,17765
4-Jun-02,13,17767
4-Jun-02,14,17729
4-Jun-02,15,17691
4-Jun-02,16,18003
4-Jun-02,17,18241
4-Jun-02,18,17823
4-Jun-02,19,17678
4-Jun-02,20,17707
4-Jun-02,21,17741
4-Jun-02,22,16553
4-Jun-02,23,15211
4-Jun-02,24,14155
5-Jun-02,1,13692
5-Jun-02,2,13384
5-Jun-02,3,13181
5-Jun-02,4,13138
5-Jun-02,5,13404
5-Jun-02,6,14538
5-Jun-02,7,16438
5-Jun-02,8,17515
5-Jun-02,9,17860
5-Jun-02,10,18417
5-Jun-02,11,18636
5-Jun-02,12,18573
5-Jun-02,13,18527
5-Jun-02,14,18524
5-Jun-02,15,18569
5-Jun-02,16,18724
5-Jun-02,17,18588
5-Jun-02,18,18013
5-Jun-02,19,17737
5-Jun-02,20,17721
5-Jun-02,21,17648
5-Jun-02,22,16558
5-Jun-02,23,15178
5-Jun-02,24,14099
6-Jun-02,1,13612
6-Jun-02,2,13365
6-Jun-02,3,13078
6-Jun-02,4,13138
6-Jun-02,5,13429
6-Jun-02,6,14484
6-Jun-02,7,16422
6-Jun-02,8,17295
6-Jun-02,9,17845
6-Jun-02,10,18097
6-Jun-02,11,18153
6-Jun-02,12,18049
6-Jun-02,13,18069
6-Jun-02,14,17891
6-Jun-02,15,17792
6-Jun-02,16,17917
6-Jun-02,17,17795
6-Jun-02,18,17459
6-Jun-02,19,17087
6-Jun-02,20,17151
6-Jun-02,21,17466
6-Jun-02,22,16578
6-Jun-02,23,15182
6-Jun-02,24,14141
7-Jun-02,1,13559
7-Jun-02,2,13084
7-Jun-02,3,12774
7-Jun-02,4,12885
7-Jun-02,5,13245
7-Jun-02,6,14442
7-Jun-02,7,16222
7-Jun-02,8,17232
7-Jun-02,9,17717
7-Jun-02,10,18075
7-Jun-02,11,18221
7-Jun-02,12,18098
7-Jun-02,13,18130
7-Jun-02,14,18104
7-Jun-02,15,17914
7-Jun-02,16,17903
7-Jun-02,17,17862
7-Jun-02,18,17454
7-Jun-02,19,17123
7-Jun-02,20,16959
7-Jun-02,21,16977
7-Jun-02,22,16387
7-Jun-02,23,15066
7-Jun-02,24,14060
8-Jun-02,1,13322
8-Jun-02,2,12740
8-Jun-02,3,12597
8-Jun-02,4,12511
8-Jun-02,5,12542
8-Jun-02,6,12741
8-Jun-02,7,13633
8-Jun-02,8,15033
8-Jun-02,9,15944
8-Jun-02,10,16315
8-Jun-02,11,16619
8-Jun-02,12,16702
8-Jun-02,13,16706
8-Jun-02,14,16489
8-Jun-02,15,16382
8-Jun-02,16,16496
8-Jun-02,17,16595
8-Jun-02,18,16434
8-Jun-02,19,16237
8-Jun-02,20,16198
8-Jun-02,21,16355
8-Jun-02,22,15857
8-Jun-02,23,14944
8-Jun-02,24,13943
9-Jun-02,1,13489
9-Jun-02,2,12779
9-Jun-02,3,12484
9-Jun-02,4,12319
9-Jun-02,5,12325
9-Jun-02,6,12378
9-Jun-02,7,13037
9-Jun-02,8,14205
9-Jun-02,9,15315
9-Jun-02,10,16193
9-Jun-02,11,16541
9-Jun-02,12,16879
9-Jun-02,13,16998
9-Jun-02,14,16977
9-Jun-02,15,16989
9-Jun-02,16,17183
9-Jun-02,17,17516
9-Jun-02,18,17396
9-Jun-02,19,17257
9-Jun-02,20,17202
9-Jun-02,21,17556
9-Jun-02,22,16968
9-Jun-02,23,15501
9-Jun-02,24,14349
10-Jun-02,1,13833
10-Jun-02,2,13439
10-Jun-02,3,13174
10-Jun-02,4,13102
10-Jun-02,5,13367
10-Jun-02,6,14639
10-Jun-02,7,16889
10-Jun-02,8,18090
10-Jun-02,9,18766
10-Jun-02,10,19205
10-Jun-02,11,19684
10-Jun-02,12,19565
10-Jun-02,13,19680
10-Jun-02,14,19650
10-Jun-02,15,19765
10-Jun-02,16,19986
10-Jun-02,17,19976
10-Jun-02,18,19407
10-Jun-02,19,18944
10-Jun-02,20,18663
10-Jun-02,21,18697
10-Jun-02,22,17674
10-Jun-02,23,15910
10-Jun-02,24,14669
11-Jun-02,1,13999
11-Jun-02,2,13659
11-Jun-02,3,13429
11-Jun-02,4,13423
11-Jun-02,5,13691
11-Jun-02,6,14831
11-Jun-02,7,16909
11-Jun-02,8,18298
11-Jun-02,9,19352
11-Jun-02,10,20216
11-Jun-02,11,20547
11-Jun-02,12,20835
11-Jun-02,13,21032
11-Jun-02,14,21318
11-Jun-02,15,21537
11-Jun-02,16,22160
11-Jun-02,17,22088
11-Jun-02,18,21391
11-Jun-02,19,20967
11-Jun-02,20,20948
11-Jun-02,21,20846
11-Jun-02,22,19652
11-Jun-02,23,17899
11-Jun-02,24,16624
12-Jun-02,1,15764
12-Jun-02,2,15262
12-Jun-02,3,15085
12-Jun-02,4,14853
12-Jun-02,5,15087
12-Jun-02,6,16207
12-Jun-02,7,18057
12-Jun-02,8,18915
12-Jun-02,9,19178
12-Jun-02,10,19116
12-Jun-02,11,19092
12-Jun-02,12,19054
12-Jun-02,13,19070
12-Jun-02,14,19011
12-Jun-02,15,18921
12-Jun-02,16,19092
12-Jun-02,17,19025
12-Jun-02,18,18533
12-Jun-02,19,18319
12-Jun-02,20,18108
12-Jun-02,21,18003
12-Jun-02,22,16920
12-Jun-02,23,15506
12-Jun-02,24,14392
13-Jun-02,1,13770
13-Jun-02,2,13398
13-Jun-02,3,13283
13-Jun-02,4,13270
13-Jun-02,5,13479
13-Jun-02,6,14721
13-Jun-02,7,16910
13-Jun-02,8,17713
13-Jun-02,9,18178
13-Jun-02,10,18502
13-Jun-02,11,18769
13-Jun-02,12,18810
13-Jun-02,13,18912
13-Jun-02,14,18929
13-Jun-02,15,19020
13-Jun-02,16,19136
13-Jun-02,17,19041
13-Jun-02,18,18453
13-Jun-02,19,18171
13-Jun-02,20,18131
13-Jun-02,21,18119
13-Jun-02,22,17384
13-Jun-02,23,15950
13-Jun-02,24,14662
14-Jun-02,1,13888
14-Jun-02,2,13504
14-Jun-02,3,13385
14-Jun-02,4,13344
14-Jun-02,5,13611
14-Jun-02,6,14804
14-Jun-02,7,16776
14-Jun-02,8,18127
14-Jun-02,9,18456
14-Jun-02,10,18863
14-Jun-02,11,18898
14-Jun-02,12,18863
14-Jun-02,13,18835
14-Jun-02,14,18597
14-Jun-02,15,18342
14-Jun-02,16,18294
14-Jun-02,17,18198
14-Jun-02,18,17766
14-Jun-02,19,17393
14-Jun-02,20,17206
14-Jun-02,21,17170
14-Jun-02,22,16308
14-Jun-02,23,15188
14-Jun-02,24,14080
15-Jun-02,1,13327
15-Jun-02,2,12897
15-Jun-02,3,12652
15-Jun-02,4,12544
15-Jun-02,5,12585
15-Jun-02,6,12845
15-Jun-02,7,13938
15-Jun-02,8,15109
15-Jun-02,9,15975
15-Jun-02,10,16577
15-Jun-02,11,16759
15-Jun-02,12,16662
15-Jun-02,13,16497
15-Jun-02,14,16260
15-Jun-02,15,16088
15-Jun-02,16,16019
15-Jun-02,17,16106
15-Jun-02,18,15835
15-Jun-02,19,15488
15-Jun-02,20,15500
15-Jun-02,21,15596
15-Jun-02,22,14943
15-Jun-02,23,13711
15-Jun-02,24,12893
16-Jun-02,1,12278
16-Jun-02,2,11791
16-Jun-02,3,11537
16-Jun-02,4,11714
16-Jun-02,5,11591
16-Jun-02,6,11643
16-Jun-02,7,12278
16-Jun-02,8,13449
16-Jun-02,9,14477
16-Jun-02,10,15036
16-Jun-02,11,15461
16-Jun-02,12,15606
16-Jun-02,13,15388
16-Jun-02,14,15281
16-Jun-02,15,15167
16-Jun-02,16,15409
16-Jun-02,17,15468
16-Jun-02,18,15297
16-Jun-02,19,15089
16-Jun-02,20,15327
16-Jun-02,21,15734
16-Jun-02,22,15044
16-Jun-02,23,14012
16-Jun-02,24,13314
17-Jun-02,1,12843
17-Jun-02,2,12550
17-Jun-02,3,12523
17-Jun-02,4,12582
17-Jun-02,5,12933
17-Jun-02,6,14007
17-Jun-02,7,15970
17-Jun-02,8,17070
17-Jun-02,9,17608
17-Jun-02,10,18050
17-Jun-02,11,18151
17-Jun-02,12,18128
17-Jun-02,13,18175
17-Jun-02,14,18069
17-Jun-02,15,18035
17-Jun-02,16,18137
17-Jun-02,17,18061
17-Jun-02,18,17506
17-Jun-02,19,17280
17-Jun-02,20,17227
17-Jun-02,21,17302
17-Jun-02,22,16336
17-Jun-02,23,14946
17-Jun-02,24,13804
18-Jun-02,1,13257
18-Jun-02,2,12894
18-Jun-02,3,12722
18-Jun-02,4,12711
18-Jun-02,5,12991
18-Jun-02,6,14093
18-Jun-02,7,16112
18-Jun-02,8,17224
18-Jun-02,9,17670
18-Jun-02,10,18126
18-Jun-02,11,18366
18-Jun-02,12,18369
18-Jun-02,13,18393
18-Jun-02,14,18442
18-Jun-02,15,18593
18-Jun-02,16,18867
18-Jun-02,17,18702
18-Jun-02,18,18249
18-Jun-02,19,17858
18-Jun-02,20,17775
18-Jun-02,21,17815
18-Jun-02,22,16925
18-Jun-02,23,15445
18-Jun-02,24,14253
19-Jun-02,1,13570
19-Jun-02,2,13127
19-Jun-02,3,12900
19-Jun-02,4,12936
19-Jun-02,5,13253
19-Jun-02,6,14297
19-Jun-02,7,16301
19-Jun-02,8,17630
19-Jun-02,9,18091
19-Jun-02,10,18594
19-Jun-02,11,18838
19-Jun-02,12,18862
19-Jun-02,13,19099
19-Jun-02,14,19108
