Date,Hour,Ontario Demand
29-Sep-15,2,12511
29-Sep-15,3,12380
29-Sep-15,4,12545
29-Sep-15,5,13042
29-Sep-15,6,14611
29-Sep-15,7,16164
29-Sep-15,8,16597
29-Sep-15,9,16951
29-Sep-15,10,17185
29-Sep-15,11,17421
29-Sep-15,12,17195
29-Sep-15,13,17203
29-Sep-15,14,16936
29-Sep-15,15,16746
29-Sep-15,16,16922
29-Sep-15,17,16810
29-Sep-15,18,16551
29-Sep-15,19,17275
29-Sep-15,20,16824
29-Sep-15,21,16007
29-Sep-15,22,14915
29-Sep-15,23,13658
29-Sep-15,24,12714
30-Sep-15,1,12317
30-Sep-15,2,12074
30-Sep-15,3,11876
30-Sep-15,4,11922
30-Sep-15,5,12439
30-Sep-15,6,13746
30-Sep-15,7,15131
30-Sep-15,8,15421
30-Sep-15,9,15233
30-Sep-15,10,14897
30-Sep-15,11,14885
30-Sep-15,12,14776
30-Sep-15,13,14814
30-Sep-15,14,14699
30-Sep-15,15,14657
30-Sep-15,16,15139
30-Sep-15,17,15548
30-Sep-15,18,15956
30-Sep-15,19,16730
30-Sep-15,20,16432
30-Sep-15,21,15633
30-Sep-15,22,14399
30-Sep-15,23,13245
30-Sep-15,24,12498
1-Oct-15,1,12097
1-Oct-15,2,11808
1-Oct-15,3,11595
1-Oct-15,4,11682
1-Oct-15,5,12237
1-Oct-15,6,13619
1-Oct-15,7,14858
1-Oct-15,8,14802
1-Oct-15,9,14383
1-Oct-15,10,14124
1-Oct-15,11,14082
1-Oct-15,12,13868
1-Oct-15,13,14114
1-Oct-15,14,13980
1-Oct-15,15,13968
1-Oct-15,16,14438
1-Oct-15,17,15010
1-Oct-15,18,15710
1-Oct-15,19,16605
1-Oct-15,20,16458
1-Oct-15,21,15705
1-Oct-15,22,14423
1-Oct-15,23,13369
1-Oct-15,24,12656
2-Oct-15,1,12068
2-Oct-15,2,11898
2-Oct-15,3,11687
2-Oct-15,4,11848
2-Oct-15,5,12436
2-Oct-15,6,13898
2-Oct-15,7,14974
2-Oct-15,8,15234
2-Oct-15,9,15115
2-Oct-15,10,14645
2-Oct-15,11,14375
2-Oct-15,12,14373
2-Oct-15,13,14523
2-Oct-15,14,14381
2-Oct-15,15,14464
2-Oct-15,16,14708
2-Oct-15,17,15130
2-Oct-15,18,15509
2-Oct-15,19,16330
2-Oct-15,20,16001
2-Oct-15,21,15450
2-Oct-15,22,14562
2-Oct-15,23,13401
2-Oct-15,24,12385
3-Oct-15,1,12027
3-Oct-15,2,11698
3-Oct-15,3,11529
3-Oct-15,4,11350
3-Oct-15,5,11712
3-Oct-15,6,12365
3-Oct-15,7,13057
3-Oct-15,8,13606
3-Oct-15,9,13974
3-Oct-15,10,14153
3-Oct-15,11,14174
3-Oct-15,12,14041
3-Oct-15,13,13802
3-Oct-15,14,13965
3-Oct-15,15,14203
3-Oct-15,16,14605
3-Oct-15,17,15060
3-Oct-15,18,15344
3-Oct-15,19,15553
3-Oct-15,20,15248
3-Oct-15,21,14629
3-Oct-15,22,13789
3-Oct-15,23,13093
3-Oct-15,24,12393
4-Oct-15,1,11934
4-Oct-15,2,11748
4-Oct-15,3,11629
4-Oct-15,4,11561
4-Oct-15,5,11662
4-Oct-15,6,12016
4-Oct-15,7,12556
4-Oct-15,8,13210
4-Oct-15,9,13666
4-Oct-15,10,13686
4-Oct-15,11,13805
4-Oct-15,12,13860
4-Oct-15,13,13763
4-Oct-15,14,13755
4-Oct-15,15,13979
4-Oct-15,16,14488
4-Oct-15,17,15082
4-Oct-15,18,15392
4-Oct-15,19,16071
4-Oct-15,20,15801
4-Oct-15,21,15108
4-Oct-15,22,14197
4-Oct-15,23,13384
4-Oct-15,24,12728
5-Oct-15,1,12263
5-Oct-15,2,12140
5-Oct-15,3,11975
5-Oct-15,4,12042
5-Oct-15,5,12629
5-Oct-15,6,14005
5-Oct-15,7,15521
5-Oct-15,8,15703
5-Oct-15,9,15724
5-Oct-15,10,15689
5-Oct-15,11,15646
5-Oct-15,12,15473
5-Oct-15,13,15576
5-Oct-15,14,15493
5-Oct-15,15,15621
5-Oct-15,16,15971
5-Oct-15,17,16393
5-Oct-15,18,16620
5-Oct-15,19,17301
5-Oct-15,20,17011
5-Oct-15,21,16134
5-Oct-15,22,15084
5-Oct-15,23,13938
5-Oct-15,24,13032
6-Oct-15,1,12592
6-Oct-15,2,12315
6-Oct-15,3,12213
6-Oct-15,4,12325
6-Oct-15,5,12819
6-Oct-15,6,14291
6-Oct-15,7,15597
6-Oct-15,8,15880
6-Oct-15,9,15814
6-Oct-15,10,15777
6-Oct-15,11,15886
6-Oct-15,12,15770
6-Oct-15,13,15752
6-Oct-15,14,15555
6-Oct-15,15,15632
6-Oct-15,16,15955
6-Oct-15,17,16307
6-Oct-15,18,16505
6-Oct-15,19,17042
6-Oct-15,20,16770
6-Oct-15,21,16107
6-Oct-15,22,14955
6-Oct-15,23,13859
6-Oct-15,24,13001
7-Oct-15,1,12614
7-Oct-15,2,12261
7-Oct-15,3,12149
7-Oct-15,4,12101
7-Oct-15,5,12631
7-Oct-15,6,13974
7-Oct-15,7,15401
7-Oct-15,8,15450
7-Oct-15,9,15497
7-Oct-15,10,15546
7-Oct-15,11,15384
7-Oct-15,12,15236
7-Oct-15,13,15245
7-Oct-15,14,15246
7-Oct-15,15,15211
7-Oct-15,16,15523
7-Oct-15,17,15934
7-Oct-15,18,16216
7-Oct-15,19,16944
7-Oct-15,20,16732
7-Oct-15,21,15896
7-Oct-15,22,14812
7-Oct-15,23,13589
7-Oct-15,24,12730
8-Oct-15,1,12355
8-Oct-15,2,12089
8-Oct-15,3,11993
8-Oct-15,4,12175
8-Oct-15,5,12801
8-Oct-15,6,14060
8-Oct-15,7,15427
8-Oct-15,8,15278
8-Oct-15,9,15090
8-Oct-15,10,14842
8-Oct-15,11,14862
8-Oct-15,12,14876
8-Oct-15,13,15059
8-Oct-15,14,15121
8-Oct-15,15,15281
8-Oct-15,16,15753
8-Oct-15,17,16205
8-Oct-15,18,16468
8-Oct-15,19,17218
8-Oct-15,20,16772
8-Oct-15,21,16036
8-Oct-15,22,14930
8-Oct-15,23,13802
8-Oct-15,24,12943
9-Oct-15,1,12440
9-Oct-15,2,12270
9-Oct-15,3,12072
9-Oct-15,4,12160
9-Oct-15,5,12631
9-Oct-15,6,13988
9-Oct-15,7,15167
9-Oct-15,8,15559
9-Oct-15,9,15770
9-Oct-15,10,15879
9-Oct-15,11,15985
9-Oct-15,12,15652
9-Oct-15,13,15593
9-Oct-15,14,15444
9-Oct-15,15,15353
9-Oct-15,16,15433
9-Oct-15,17,15523
9-Oct-15,18,15830
9-Oct-15,19,16548
9-Oct-15,20,16248
9-Oct-15,21,15627
9-Oct-15,22,14894
9-Oct-15,23,13748
9-Oct-15,24,12852
10-Oct-15,1,12366
10-Oct-15,2,12048
10-Oct-15,3,11833
10-Oct-15,4,11907
10-Oct-15,5,11932
10-Oct-15,6,12499
10-Oct-15,7,13196
10-Oct-15,8,13546
10-Oct-15,9,13653
10-Oct-15,10,13685
10-Oct-15,11,13567
10-Oct-15,12,13466
10-Oct-15,13,13262
10-Oct-15,14,13232
10-Oct-15,15,13112
10-Oct-15,16,13502
10-Oct-15,17,14079
10-Oct-15,18,14534
10-Oct-15,19,15045
10-Oct-15,20,14622
10-Oct-15,21,14119
10-Oct-15,22,13411
10-Oct-15,23,12491
10-Oct-15,24,11715
11-Oct-15,1,11342
11-Oct-15,2,11037
11-Oct-15,3,10839
11-Oct-15,4,10803
11-Oct-15,5,10921
11-Oct-15,6,11248
11-Oct-15,7,11808
11-Oct-15,8,12349
11-Oct-15,9,12744
11-Oct-15,10,12902
11-Oct-15,11,13177
11-Oct-15,12,12979
11-Oct-15,13,12886
11-Oct-15,14,12777
11-Oct-15,15,12860
11-Oct-15,16,13219
11-Oct-15,17,13625
11-Oct-15,18,13729
11-Oct-15,19,14218
11-Oct-15,20,13996
11-Oct-15,21,13588
11-Oct-15,22,12928
11-Oct-15,23,12184
11-Oct-15,24,11500
12-Oct-15,1,11168
12-Oct-15,2,10795
12-Oct-15,3,10636
12-Oct-15,4,10539
12-Oct-15,5,10655
12-Oct-15,6,11068
12-Oct-15,7,11360
12-Oct-15,8,11728
12-Oct-15,9,12192
12-Oct-15,10,12511
12-Oct-15,11,12821
12-Oct-15,12,12889
12-Oct-15,13,12780
12-Oct-15,14,12745
12-Oct-15,15,13064
12-Oct-15,16,13578
12-Oct-15,17,14101
12-Oct-15,18,14700
12-Oct-15,19,15192
12-Oct-15,20,14896
12-Oct-15,21,14366
12-Oct-15,22,13409
12-Oct-15,23,12475
12-Oct-15,24,11856
13-Oct-15,1,11464
13-Oct-15,2,11272
13-Oct-15,3,11276
13-Oct-15,4,11264
13-Oct-15,5,11942
13-Oct-15,6,13376
13-Oct-15,7,14923
13-Oct-15,8,15457
13-Oct-15,9,15365
13-Oct-15,10,15239
13-Oct-15,11,15162
13-Oct-15,12,15184
13-Oct-15,13,15316
13-Oct-15,14,15122
13-Oct-15,15,15179
13-Oct-15,16,15473
13-Oct-15,17,15819
13-Oct-15,18,16122
13-Oct-15,19,16686
13-Oct-15,20,16457
13-Oct-15,21,15728
13-Oct-15,22,14563
13-Oct-15,23,13508
13-Oct-15,24,12654
14-Oct-15,1,12154
14-Oct-15,2,11861
14-Oct-15,3,11902
14-Oct-15,4,11891
14-Oct-15,5,12389
14-Oct-15,6,13905
14-Oct-15,7,15403
14-Oct-15,8,15431
14-Oct-15,9,15310
14-Oct-15,10,15172
14-Oct-15,11,15017
14-Oct-15,12,15006
14-Oct-15,13,14858
14-Oct-15,14,14659
14-Oct-15,15,14704
14-Oct-15,16,15097
14-Oct-15,17,15507
14-Oct-15,18,16129
14-Oct-15,19,16882
14-Oct-15,20,16707
14-Oct-15,21,15917
14-Oct-15,22,14876
14-Oct-15,23,13702
14-Oct-15,24,12882
15-Oct-15,1,12327
15-Oct-15,2,12126
15-Oct-15,3,12001
15-Oct-15,4,11977
15-Oct-15,5,12446
15-Oct-15,6,14089
15-Oct-15,7,15439
15-Oct-15,8,15650
15-Oct-15,9,15382
15-Oct-15,10,14969
15-Oct-15,11,14765
15-Oct-15,12,14811
15-Oct-15,13,14935
15-Oct-15,14,15023
15-Oct-15,15,15237
15-Oct-15,16,15774
15-Oct-15,17,16380
15-Oct-15,18,16615
15-Oct-15,19,17022
15-Oct-15,20,16597
15-Oct-15,21,15887
15-Oct-15,22,15070
15-Oct-15,23,13922
15-Oct-15,24,13118
16-Oct-15,1,12559
16-Oct-15,2,12231
16-Oct-15,3,12044
16-Oct-15,4,12180
16-Oct-15,5,12699
16-Oct-15,6,14298
16-Oct-15,7,15733
16-Oct-15,8,15975
16-Oct-15,9,15502
16-Oct-15,10,15274
16-Oct-15,11,15208
16-Oct-15,12,15160
16-Oct-15,13,15167
16-Oct-15,14,14882
16-Oct-15,15,15075
16-Oct-15,16,15503
16-Oct-15,17,15702
16-Oct-15,18,16335
16-Oct-15,19,16715
16-Oct-15,20,16534
16-Oct-15,21,15989
16-Oct-15,22,14953
16-Oct-15,23,14155
16-Oct-15,24,13195
17-Oct-15,1,12707
17-Oct-15,2,12399
17-Oct-15,3,12211
17-Oct-15,4,12192
17-Oct-15,5,12356
17-Oct-15,6,13151
17-Oct-15,7,13921
17-Oct-15,8,14491
17-Oct-15,9,14578
17-Oct-15,10,14618
17-Oct-15,11,14621
17-Oct-15,12,14474
17-Oct-15,13,14359
17-Oct-15,14,14192
17-Oct-15,15,14133
17-Oct-15,16,14392
17-Oct-15,17,15014
17-Oct-15,18,15742
17-Oct-15,19,16155
17-Oct-15,20,15776
17-Oct-15,21,15296
17-Oct-15,22,14691
17-Oct-15,23,13765
17-Oct-15,24,12965
18-Oct-15,1,12566
18-Oct-15,2,12263
18-Oct-15,3,12045
18-Oct-15,4,12104
18-Oct-15,5,12243
18-Oct-15,6,12756
18-Oct-15,7,13300
18-Oct-15,8,13676
18-Oct-15,9,14019
18-Oct-15,10,13957
18-Oct-15,11,14161
18-Oct-15,12,14325
18-Oct-15,13,14243
18-Oct-15,14,14300
18-Oct-15,15,14444
18-Oct-15,16,14909
18-Oct-15,17,15741
18-Oct-15,18,16093
18-Oct-15,19,16695
18-Oct-15,20,16283
18-Oct-15,21,15802
18-Oct-15,22,14943
18-Oct-15,23,13999
18-Oct-15,24,13258
19-Oct-15,1,12918
19-Oct-15,2,12608
19-Oct-15,3,12573
19-Oct-15,4,12637
19-Oct-15,5,13322
19-Oct-15,6,14819
19-Oct-15,7,16131
19-Oct-15,8,16175
19-Oct-15,9,15872
19-Oct-15,10,15613
19-Oct-15,11,15208
19-Oct-15,12,15169
19-Oct-15,13,15257
19-Oct-15,14,15352
19-Oct-15,15,15633
19-Oct-15,16,15869
19-Oct-15,17,16235
19-Oct-15,18,16635
19-Oct-15,19,17149
19-Oct-15,20,16748
19-Oct-15,21,15971
19-Oct-15,22,14894
19-Oct-15,23,14076
19-Oct-15,24,13068
20-Oct-15,1,12464
20-Oct-15,2,12119
20-Oct-15,3,11970
20-Oct-15,4,12154
20-Oct-15,5,12668
20-Oct-15,6,14154
20-Oct-15,7,15572
20-Oct-15,8,15618
20-Oct-15,9,15337
20-Oct-15,10,15147
20-Oct-15,11,15154
20-Oct-15,12,15188
20-Oct-15,13,15305
20-Oct-15,14,15391
20-Oct-15,15,15684
20-Oct-15,16,16117
20-Oct-15,17,16607
20-Oct-15,18,16911
20-Oct-15,19,17049
20-Oct-15,20,16608
20-Oct-15,21,15895
20-Oct-15,22,14881
20-Oct-15,23,13804
20-Oct-15,24,13132
21-Oct-15,1,12762
21-Oct-15,2,12406
21-Oct-15,3,12203
21-Oct-15,4,12214
21-Oct-15,5,12961
21-Oct-15,6,14451
21-Oct-15,7,15896
21-Oct-15,8,15923
21-Oct-15,9,15872
21-Oct-15,10,15935
21-Oct-15,11,16190
21-Oct-15,12,16013
21-Oct-15,13,15870
21-Oct-15,14,15823
21-Oct-15,15,15954
21-Oct-15,16,16333
21-Oct-15,17,16666
21-Oct-15,18,16908
21-Oct-15,19,17076
21-Oct-15,20,16734
21-Oct-15,21,16069
21-Oct-15,22,14943
21-Oct-15,23,13867
21-Oct-15,24,13088
22-Oct-15,1,12660
22-Oct-15,2,12484
22-Oct-15,3,12273
22-Oct-15,4,12291
22-Oct-15,5,12974
22-Oct-15,6,14496
22-Oct-15,7,15934
22-Oct-15,8,16189
22-Oct-15,9,15873
22-Oct-15,10,15500
22-Oct-15,11,15129
22-Oct-15,12,14857
22-Oct-15,13,14874
22-Oct-15,14,14826
22-Oct-15,15,14961
22-Oct-15,16,15520
22-Oct-15,17,16061
22-Oct-15,18,16710
22-Oct-15,19,17164
22-Oct-15,20,16750
22-Oct-15,21,16073
22-Oct-15,22,15079
22-Oct-15,23,14003
22-Oct-15,24,13124
23-Oct-15,1,12765
23-Oct-15,2,12559
23-Oct-15,3,12496
23-Oct-15,4,12675
23-Oct-15,5,13390
23-Oct-15,6,14843
23-Oct-15,7,16264
23-Oct-15,8,16162
23-Oct-15,9,15722
23-Oct-15,10,15384
23-Oct-15,11,15018
23-Oct-15,12,14830
23-Oct-15,13,14816
23-Oct-15,14,14565
23-Oct-15,15,14547
23-Oct-15,16,15211
23-Oct-15,17,15765
23-Oct-15,18,16531
23-Oct-15,19,16976
23-Oct-15,20,16584
23-Oct-15,21,15822
23-Oct-15,22,14967
23-Oct-15,23,13974
23-Oct-15,24,13082
24-Oct-15,1,12564
24-Oct-15,2,12286
24-Oct-15,3,12063
24-Oct-15,4,11968
24-Oct-15,5,12227
24-Oct-15,6,12802
24-Oct-15,7,13575
24-Oct-15,8,13959
24-Oct-15,9,14531
24-Oct-15,10,14919
24-Oct-15,11,15001
24-Oct-15,12,15163
24-Oct-15,13,15019
24-Oct-15,14,14967
24-Oct-15,15,14934
24-Oct-15,16,15115
24-Oct-15,17,15456
24-Oct-15,18,15724
24-Oct-15,19,15629
24-Oct-15,20,15109
24-Oct-15,21,14618
24-Oct-15,22,13955
24-Oct-15,23,12944
24-Oct-15,24,12149
25-Oct-15,1,11613
25-Oct-15,2,11319
25-Oct-15,3,11224
25-Oct-15,4,11128
25-Oct-15,5,11313
25-Oct-15,6,11671
25-Oct-15,7,12473
25-Oct-15,8,13022
25-Oct-15,9,13700
25-Oct-15,10,13705
25-Oct-15,11,13829
25-Oct-15,12,13618
25-Oct-15,13,13348
25-Oct-15,14,13248
25-Oct-15,15,13250
25-Oct-15,16,13788
25-Oct-15,17,14821
25-Oct-15,18,15665
25-Oct-15,19,16077
25-Oct-15,20,15688
25-Oct-15,21,15084
25-Oct-15,22,14195
25-Oct-15,23,13313
25-Oct-15,24,12650
26-Oct-15,1,12290
26-Oct-15,2,12223
26-Oct-15,3,12215
26-Oct-15,4,12442
26-Oct-15,5,13120
26-Oct-15,6,14610
26-Oct-15,7,16274
26-Oct-15,8,16188
26-Oct-15,9,15676
26-Oct-15,10,15405
26-Oct-15,11,15059
26-Oct-15,12,14995
26-Oct-15,13,14877
26-Oct-15,14,14967
26-Oct-15,15,15207
26-Oct-15,16,15687
26-Oct-15,17,16330
26-Oct-15,18,17171
26-Oct-15,19,17607
26-Oct-15,20,17038
26-Oct-15,21,16386
26-Oct-15,22,15442
26-Oct-15,23,14164
26-Oct-15,24,13322
27-Oct-15,1,12999
27-Oct-15,2,12705
27-Oct-15,3,12815
27-Oct-15,4,12853
27-Oct-15,5,13481
27-Oct-15,6,14909
27-Oct-15,7,16393
27-Oct-15,8,16495
27-Oct-15,9,16150
27-Oct-15,10,15803
27-Oct-15,11,15391
27-Oct-15,12,15047
27-Oct-15,13,14943
27-Oct-15,14,14903
27-Oct-15,15,15090
27-Oct-15,16,15708
27-Oct-15,17,16450
27-Oct-15,18,17174
27-Oct-15,19,17360
27-Oct-15,20,17075
27-Oct-15,21,16428
27-Oct-15,22,15204
27-Oct-15,23,13993
27-Oct-15,24,13206
28-Oct-15,1,12609
28-Oct-15,2,12331
28-Oct-15,3,12191
28-Oct-15,4,12301
28-Oct-15,5,12874
28-Oct-15,6,14373
28-Oct-15,7,15931
28-Oct-15,8,16553
28-Oct-15,9,16662
28-Oct-15,10,17034
28-Oct-15,11,16999
28-Oct-15,12,16941
28-Oct-15,13,16815
28-Oct-15,14,16743
28-Oct-15,15,16708
28-Oct-15,16,17181
28-Oct-15,17,17529
28-Oct-15,18,17667
28-Oct-15,19,17586
28-Oct-15,20,16971
28-Oct-15,21,16172
28-Oct-15,22,15101
28-Oct-15,23,13916
28-Oct-15,24,13205
29-Oct-15,1,12687
29-Oct-15,2,12326
29-Oct-15,3,12083
29-Oct-15,4,12199
29-Oct-15,5,12687
29-Oct-15,6,14197
29-Oct-15,7,15654
29-Oct-15,8,15922
29-Oct-15,9,15721
29-Oct-15,10,15576
29-Oct-15,11,15266
29-Oct-15,12,15194
29-Oct-15,13,15116
29-Oct-15,14,15286
29-Oct-15,15,15740
29-Oct-15,16,16393
29-Oct-15,17,16896
29-Oct-15,18,17299
29-Oct-15,19,17392
29-Oct-15,20,17000
29-Oct-15,21,16237
29-Oct-15,22,15343
29-Oct-15,23,14142
29-Oct-15,24,13270
30-Oct-15,1,12792
30-Oct-15,2,12619
30-Oct-15,3,12757
30-Oct-15,4,12716
30-Oct-15,5,13415
30-Oct-15,6,14796
30-Oct-15,7,16361
30-Oct-15,8,16577
30-Oct-15,9,16019
30-Oct-15,10,15793
30-Oct-15,11,15554
30-Oct-15,12,15301
30-Oct-15,13,15028
30-Oct-15,14,14790
30-Oct-15,15,14865
30-Oct-15,16,15163
30-Oct-15,17,15715
30-Oct-15,18,16677
30-Oct-15,19,17078
30-Oct-15,20,16752
30-Oct-15,21,16216
30-Oct-15,22,15400
30-Oct-15,23,14199
30-Oct-15,24,13372
31-Oct-15,1,12842
31-Oct-15,2,12489
31-Oct-15,3,12329
31-Oct-15,4,12338
31-Oct-15,5,12605
31-Oct-15,6,13235
31-Oct-15,7,13974
31-Oct-15,8,14655
31-Oct-15,9,15181
31-Oct-15,10,15513
31-Oct-15,11,15553
31-Oct-15,12,15187
31-Oct-15,13,14932
31-Oct-15,14,14768
31-Oct-15,15,14822
31-Oct-15,16,15430
31-Oct-15,17,15898
31-Oct-15,18,15658
31-Oct-15,19,15262
31-Oct-15,20,14868
31-Oct-15,21,14458
31-Oct-15,22,13875
31-Oct-15,23,13165
31-Oct-15,24,12358
1-Nov-15,1,11909
1-Nov-15,2,11635
1-Nov-15,3,11530
1-Nov-15,4,11338
1-Nov-15,5,11361
1-Nov-15,6,11524
1-Nov-15,7,11966
1-Nov-15,8,12663
1-Nov-15,9,13097
1-Nov-15,10,13298
1-Nov-15,11,13446
1-Nov-15,12,13732
1-Nov-15,13,13753
1-Nov-15,14,13574
1-Nov-15,15,13727
1-Nov-15,16,14128
1-Nov-15,17,15096
1-Nov-15,18,16179
1-Nov-15,19,16144
1-Nov-15,20,15829
1-Nov-15,21,15394
1-Nov-15,22,14634
1-Nov-15,23,13895
1-Nov-15,24,13041
2-Nov-15,1,12478
2-Nov-15,2,12053
2-Nov-15,3,11980
2-Nov-15,4,11896
2-Nov-15,5,12177
2-Nov-15,6,13031
2-Nov-15,7,14485
2-Nov-15,8,15511
2-Nov-15,9,15511
2-Nov-15,10,15159
2-Nov-15,11,15001
2-Nov-15,12,14864
2-Nov-15,13,14856
2-Nov-15,14,15063
2-Nov-15,15,15208
2-Nov-15,16,15490
2-Nov-15,17,16183
2-Nov-15,18,17115
2-Nov-15,19,17262
2-Nov-15,20,16955
2-Nov-15,21,16631
2-Nov-15,22,15773
2-Nov-15,23,14660
2-Nov-15,24,13397
3-Nov-15,1,12639
3-Nov-15,2,12232
3-Nov-15,3,12052
3-Nov-15,4,11905
3-Nov-15,5,12009
3-Nov-15,6,12854
3-Nov-15,7,14167
3-Nov-15,8,15158
3-Nov-15,9,15245
3-Nov-15,10,14942
3-Nov-15,11,14916
3-Nov-15,12,14944
3-Nov-15,13,14959
3-Nov-15,14,15041
3-Nov-15,15,15037
3-Nov-15,16,15367
3-Nov-15,17,16293
3-Nov-15,18,17185
3-Nov-15,19,17401
3-Nov-15,20,17193
3-Nov-15,21,16713
3-Nov-15,22,15863
3-Nov-15,23,14667
3-Nov-15,24,13516
4-Nov-15,1,12697
4-Nov-15,2,12309
4-Nov-15,3,12105
4-Nov-15,4,12098
4-Nov-15,5,12287
4-Nov-15,6,12839
4-Nov-15,7,14299
4-Nov-15,8,15415
4-Nov-15,9,15177
4-Nov-15,10,14774
4-Nov-15,11,14812
4-Nov-15,12,14779
4-Nov-15,13,14788
4-Nov-15,14,14932
4-Nov-15,15,15186
4-Nov-15,16,15592
4-Nov-15,17,16417
4-Nov-15,18,17338
4-Nov-15,19,17322
4-Nov-15,20,16955
4-Nov-15,21,16538
4-Nov-15,22,15851
4-Nov-15,23,14819
4-Nov-15,24,13623
5-Nov-15,1,12697
5-Nov-15,2,12293
5-Nov-15,3,11995
5-Nov-15,4,11961
5-Nov-15,5,12043
5-Nov-15,6,12638
5-Nov-15,7,14014
5-Nov-15,8,15386
5-Nov-15,9,15530
5-Nov-15,10,15366
5-Nov-15,11,15246
5-Nov-15,12,15202
5-Nov-15,13,15179
5-Nov-15,14,15286
5-Nov-15,15,15325
5-Nov-15,16,15562
5-Nov-15,17,16220
5-Nov-15,18,16994
5-Nov-15,19,17050
5-Nov-15,20,16735
5-Nov-15,21,16288
5-Nov-15,22,15556
5-Nov-15,23,14355
5-Nov-15,24,13183
6-Nov-15,1,12457
6-Nov-15,2,12041
6-Nov-15,3,11692
6-Nov-15,4,11638
6-Nov-15,5,11700
6-Nov-15,6,12283
6-Nov-15,7,13578
6-Nov-15,8,15038
6-Nov-15,9,15444
6-Nov-15,10,15469
6-Nov-15,11,15448
6-Nov-15,12,15404
6-Nov-15,13,15273
6-Nov-15,14,15022
6-Nov-15,15,15043
6-Nov-15,16,15102
6-Nov-15,17,15842
6-Nov-15,18,16514
6-Nov-15,19,16461
6-Nov-15,20,16307
6-Nov-15,21,16048
6-Nov-15,22,15529
6-Nov-15,23,14510
6-Nov-15,24,13497
7-Nov-15,1,12717
7-Nov-15,2,12120
7-Nov-15,3,11792
7-Nov-15,4,11644
7-Nov-15,5,11523
7-Nov-15,6,11789
7-Nov-15,7,12442
7-Nov-15,8,12991
7-Nov-15,9,13365
7-Nov-15,10,13357
7-Nov-15,11,13453
7-Nov-15,12,13589
7-Nov-15,13,13686
7-Nov-15,14,13800
7-Nov-15,15,13911
7-Nov-15,16,14178
7-Nov-15,17,14767
7-Nov-15,18,15861
7-Nov-15,19,15914
7-Nov-15,20,15267
7-Nov-15,21,14874
7-Nov-15,22,14427
7-Nov-15,23,13712
7-Nov-15,24,12906
8-Nov-15,1,12278
8-Nov-15,2,11976
8-Nov-15,3,11694
8-Nov-15,4,11541
8-Nov-15,5,11554
8-Nov-15,6,11854
8-Nov-15,7,12393
8-Nov-15,8,12687
8-Nov-15,9,12769
8-Nov-15,10,12915
8-Nov-15,11,12854
8-Nov-15,12,12917
8-Nov-15,13,12940
8-Nov-15,14,12899
8-Nov-15,15,12964
8-Nov-15,16,13646
8-Nov-15,17,14937
8-Nov-15,18,16237
8-Nov-15,19,16378
8-Nov-15,20,15840
8-Nov-15,21,15465
8-Nov-15,22,14864
8-Nov-15,23,14028
8-Nov-15,24,13098
9-Nov-15,1,12482
9-Nov-15,2,12104
9-Nov-15,3,11977
9-Nov-15,4,12100
9-Nov-15,5,12360
9-Nov-15,6,13104
9-Nov-15,7,14491
9-Nov-15,8,15545
9-Nov-15,9,15268
9-Nov-15,10,14864
9-Nov-15,11,14777
9-Nov-15,12,14666
9-Nov-15,13,14498
9-Nov-15,14,14512
9-Nov-15,15,14629
9-Nov-15,16,15107
9-Nov-15,17,16204
9-Nov-15,18,17506
9-Nov-15,19,17632
9-Nov-15,20,17208
9-Nov-15,21,16921
9-Nov-15,22,16178
9-Nov-15,23,15101
9-Nov-15,24,13903
10-Nov-15,1,13141
10-Nov-15,2,12742
10-Nov-15,3,12560
10-Nov-15,4,12546
10-Nov-15,5,12693
10-Nov-15,6,13331
10-Nov-15,7,14608
10-Nov-15,8,15866
10-Nov-15,9,15988
10-Nov-15,10,15824
10-Nov-15,11,15957
10-Nov-15,12,16082
10-Nov-15,13,15907
10-Nov-15,14,16052
10-Nov-15,15,16210
10-Nov-15,16,16403
10-Nov-15,17,17161
10-Nov-15,18,17956
10-Nov-15,19,17724
10-Nov-15,20,17495
10-Nov-15,21,17039
10-Nov-15,22,16226
10-Nov-15,23,15083
10-Nov-15,24,13862
11-Nov-15,1,13113
11-Nov-15,2,12652
11-Nov-15,3,12367
11-Nov-15,4,12254
11-Nov-15,5,12275
11-Nov-15,6,12774
11-Nov-15,7,14247
11-Nov-15,8,15479
11-Nov-15,9,15830
11-Nov-15,10,15757
11-Nov-15,11,15572
11-Nov-15,12,15427
11-Nov-15,13,15322
11-Nov-15,14,15499
11-Nov-15,15,15369
11-Nov-15,16,15576
11-Nov-15,17,16526
11-Nov-15,18,17267
11-Nov-15,19,17280
11-Nov-15,20,17174
11-Nov-15,21,16771
11-Nov-15,22,15807
11-Nov-15,23,14598
11-Nov-15,24,13392
12-Nov-15,1,12601
12-Nov-15,2,12293
12-Nov-15,3,12044
12-Nov-15,4,11954
12-Nov-15,5,11942
12-Nov-15,6,12703
12-Nov-15,7,14004
12-Nov-15,8,15403
12-Nov-15,9,15786
12-Nov-15,10,15908
12-Nov-15,11,16326
12-Nov-15,12,16250
12-Nov-15,13,16322
12-Nov-15,14,16368
12-Nov-15,15,16356
12-Nov-15,16,16539
12-Nov-15,17,17070
12-Nov-15,18,17842
12-Nov-15,19,17375
12-Nov-15,20,17157
